Refid,country,continent,st_design,plant?,setting,species,serotype,plant_serotype,field_sources,field_outcomes,field_serotype,field_purpose,field_risk,field_interv,plant_species,plant_sources,plant_feedstuff,plant_outcomes,plant_serotype,plant_purpose,plant_innoc,plant_lab,plant_risk,plant_surv,plant_interv,trans_species,trans_sources,trans_feedstuff,trans_outcomes,trans_serotype,trans_purpose,trans_risk,retail_species,retail_sources,retail_feedstuff,retail_outcomes,retail_serotype,retail_purpose,retail_innoc,retail_lab,retail_risk,farm_species,farm_sources,farm_feedstuff,farm_outcomes,farm_serotype,farm_purpose,farm_innoc,farm_surv,farm_lab,farm_risk,farm_interv,NR_species,NR_sources,NR_feedstuff,NR_outcomes,NR_serotype,NR_purpose,NR_innoc,NR_surv,NR_lab,NR_risk,NR_interv,Comments
5299,Sweden,Europe,Single group observational,Yes,"Feed manufacturing plant,Feed transportation (e.g. feed trucks)",Not Reported,S. Typhimurium,"Senftenberg,Mbandaka,Tennessee,Montevideo,Schwarzewngrund,Anatum,Infantis,Agona,Amsterdam,Give,Orion,Typhimurium,Rissen,Kiambu,Bareilly,Braenderup,Cubana,Worthington,Enteritidis,Havana,Singapore,Ohio,Livingstone,Bredeney,Oranienburg,Schwarzengrund,Muenster,Sal.subsp 1 ser 6,7,Derby,Newport,Ouakam,Isangi,London,Ruiru,Lexington,Jerusalem,Hadar,Molade,Heidelberg,Amager,Kentucky,Bovismorbificans,Meleagridis,Llandoff,Kingston,goldcoast,bere,California,Tilburg,Ibadan,Bergen,Dublin,Dusseldorf,Kapemba,Schleissheim,Westhampton,Albanyl,Azteka,Beitri,Blockley,BO-Group,Brazzavile,Clackamas,CO-group,Donna,EO-Group,Gabon,Georgia,Hillington,Kambok,kunduchi,leopoldville,Mons,Othamarschen,Pomona,Sinstorf,Thomasville,Urbana,Weltswreden,Wil",,,,,,,Not reported,"feed,environment","animal byproducts,vegetable feeds","Molecular characteristics,Reported number of positive samples without a denominator,Serotype(s) present in food / food environment / food equipment","Senftenberg,Mbandaka,Tennessee,Montevideo,Schwarzewngrund,Anatum,Infantis,Agona,Amsterdam,Give,Orion,Typhimurium,Rissen,Kiambu,Bareilly,Braenderup,Cubana,Worthington,Enteritidis,Havana,Singapore,Ohio,Livingstone,Bredeney,Oranienburg,Schwarzengrund,Muenster,Sal.subsp 1 ser 6,7,Derby,Newport,Ouakam,Isangi,London,Ruiru,Lexington,Jerusalem,Hadar,Molade,Heidelberg,Amager,Kentucky,Bovismorbificans,Meleagridis,Llandoff,Kingston,goldcoast,bere,California,Tilburg,Ibadan,Bergen,Dublin,Dusseldorf,Kapemba,Schleissheim,Westhampton,Albanyl,Azteka,Beitri,Blockley,BO-Group,Brazzavile,Clackamas,CO-group,Donna,EO-Group,Gabon,Georgia,Hillington,Kambok,kunduchi,leopoldville,Mons,Othamarschen,Pomona,Sinstorf,Thomasville,Urbana,Weltswreden,Wil","Determining serotypes present,Molecular characterization (descriptive),Comparison of serotypes between sources",,,,,,"Ruminants, not further specified,Swine",feed,"animal byproducts,Milk powder,Protein powder","Prevalence / proportion positive,Serotype(s) present in food / food environment / food equipment","Senftenberg,Mbandaka,Tennessee,Montevideo,Schwarzewngrund,Anatum,Infantis,Oranienburg,Amager,Ohio,Rissen,Livingstone,Havana,Muenster,Bareilly,Orion,Enteritidis,Heidelberg,London,Westhampton,Thomasville,Schleissheim,Typhimurium,Cubana,Tillburg,Give,Bredeney,Mons,Goldcoast,Brazzaville,CO-group,EO-group,Hillington,othamarschen,Urbana,BO-group,Lexington,Isangi,Sinstorf,Kapemba,Dublin,Blockley,Clackamas,Kambok,Natal,Binza,Oakam,Worthington,Leopoldville,Beitri,Donna,Hato,Braenderup","Estimating prevalence of Salmonella,Determining serotypes present,Comparison of serotypes between sources,Risk factors for prevalence or concentration of Salmonella","geographic region,feed characteristics",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5299,Sweden,Europe,Single group observational,Yes,"Feed manufacturing plant,Feed transportation (e.g. feed trucks)",Not Reported,S. Livingstone,"Senftenberg,Mbandaka,Tennessee,Montevideo,Schwarzewngrund,Anatum,Infantis,Agona,Amsterdam,Give,Orion,Typhimurium,Rissen,Kiambu,Bareilly,Braenderup,Cubana,Worthington,Enteritidis,Havana,Singapore,Ohio,Livingstone,Bredeney,Oranienburg,Schwarzengrund,Muenster,Sal.subsp 1 ser 6,7,Derby,Newport,Ouakam,Isangi,London,Ruiru,Lexington,Jerusalem,Hadar,Molade,Heidelberg,Amager,Kentucky,Bovismorbificans,Meleagridis,Llandoff,Kingston,goldcoast,bere,California,Tilburg,Ibadan,Bergen,Dublin,Dusseldorf,Kapemba,Schleissheim,Westhampton,Albanyl,Azteka,Beitri,Blockley,BO-Group,Brazzavile,Clackamas,CO-group,Donna,EO-Group,Gabon,Georgia,Hillington,Kambok,kunduchi,leopoldville,Mons,Othamarschen,Pomona,Sinstorf,Thomasville,Urbana,Weltswreden,Wil",,,,,,,Not reported,"feed,environment","animal byproducts,vegetable feeds","Molecular characteristics,Reported number of positive samples without a denominator,Serotype(s) present in food / food environment / food equipment","Senftenberg,Mbandaka,Tennessee,Montevideo,Schwarzewngrund,Anatum,Infantis,Agona,Amsterdam,Give,Orion,Typhimurium,Rissen,Kiambu,Bareilly,Braenderup,Cubana,Worthington,Enteritidis,Havana,Singapore,Ohio,Livingstone,Bredeney,Oranienburg,Schwarzengrund,Muenster,Sal.subsp 1 ser 6,7,Derby,Newport,Ouakam,Isangi,London,Ruiru,Lexington,Jerusalem,Hadar,Molade,Heidelberg,Amager,Kentucky,Bovismorbificans,Meleagridis,Llandoff,Kingston,goldcoast,bere,California,Tilburg,Ibadan,Bergen,Dublin,Dusseldorf,Kapemba,Schleissheim,Westhampton,Albanyl,Azteka,Beitri,Blockley,BO-Group,Brazzavile,Clackamas,CO-group,Donna,EO-Group,Gabon,Georgia,Hillington,Kambok,kunduchi,leopoldville,Mons,Othamarschen,Pomona,Sinstorf,Thomasville,Urbana,Weltswreden,Wil","Determining serotypes present,Molecular characterization (descriptive),Comparison of serotypes between sources",,,,,,"Ruminants, not further specified,Swine",feed,"animal byproducts,Milk powder,Protein powder","Prevalence / proportion positive,Serotype(s) present in food / food environment / food equipment","Senftenberg,Mbandaka,Tennessee,Montevideo,Schwarzewngrund,Anatum,Infantis,Oranienburg,Amager,Ohio,Rissen,Livingstone,Havana,Muenster,Bareilly,Orion,Enteritidis,Heidelberg,London,Westhampton,Thomasville,Schleissheim,Typhimurium,Cubana,Tillburg,Give,Bredeney,Mons,Goldcoast,Brazzaville,CO-group,EO-group,Hillington,othamarschen,Urbana,BO-group,Lexington,Isangi,Sinstorf,Kapemba,Dublin,Blockley,Clackamas,Kambok,Natal,Binza,Oakam,Worthington,Leopoldville,Beitri,Donna,Hato,Braenderup","Estimating prevalence of Salmonella,Determining serotypes present,Comparison of serotypes between sources,Risk factors for prevalence or concentration of Salmonella","geographic region,feed characteristics",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5299,Sweden,Europe,Single group observational,Yes,"Feed manufacturing plant,Feed transportation (e.g. feed trucks)",Not Reported,S. Enteritidis,"Senftenberg,Mbandaka,Tennessee,Montevideo,Schwarzewngrund,Anatum,Infantis,Agona,Amsterdam,Give,Orion,Typhimurium,Rissen,Kiambu,Bareilly,Braenderup,Cubana,Worthington,Enteritidis,Havana,Singapore,Ohio,Livingstone,Bredeney,Oranienburg,Schwarzengrund,Muenster,Sal.subsp 1 ser 6,7,Derby,Newport,Ouakam,Isangi,London,Ruiru,Lexington,Jerusalem,Hadar,Molade,Heidelberg,Amager,Kentucky,Bovismorbificans,Meleagridis,Llandoff,Kingston,goldcoast,bere,California,Tilburg,Ibadan,Bergen,Dublin,Dusseldorf,Kapemba,Schleissheim,Westhampton,Albanyl,Azteka,Beitri,Blockley,BO-Group,Brazzavile,Clackamas,CO-group,Donna,EO-Group,Gabon,Georgia,Hillington,Kambok,kunduchi,leopoldville,Mons,Othamarschen,Pomona,Sinstorf,Thomasville,Urbana,Weltswreden,Wil",,,,,,,Not reported,"feed,environment","animal byproducts,vegetable feeds","Molecular characteristics,Reported number of positive samples without a denominator,Serotype(s) present in food / food environment / food equipment","Senftenberg,Mbandaka,Tennessee,Montevideo,Schwarzewngrund,Anatum,Infantis,Agona,Amsterdam,Give,Orion,Typhimurium,Rissen,Kiambu,Bareilly,Braenderup,Cubana,Worthington,Enteritidis,Havana,Singapore,Ohio,Livingstone,Bredeney,Oranienburg,Schwarzengrund,Muenster,Sal.subsp 1 ser 6,7,Derby,Newport,Ouakam,Isangi,London,Ruiru,Lexington,Jerusalem,Hadar,Molade,Heidelberg,Amager,Kentucky,Bovismorbificans,Meleagridis,Llandoff,Kingston,goldcoast,bere,California,Tilburg,Ibadan,Bergen,Dublin,Dusseldorf,Kapemba,Schleissheim,Westhampton,Albanyl,Azteka,Beitri,Blockley,BO-Group,Brazzavile,Clackamas,CO-group,Donna,EO-Group,Gabon,Georgia,Hillington,Kambok,kunduchi,leopoldville,Mons,Othamarschen,Pomona,Sinstorf,Thomasville,Urbana,Weltswreden,Wil","Determining serotypes present,Molecular characterization (descriptive),Comparison of serotypes between sources",,,,,,"Ruminants, not further specified,Swine",feed,"animal byproducts,Milk powder,Protein powder","Prevalence / proportion positive,Serotype(s) present in food / food environment / food equipment","Senftenberg,Mbandaka,Tennessee,Montevideo,Schwarzewngrund,Anatum,Infantis,Oranienburg,Amager,Ohio,Rissen,Livingstone,Havana,Muenster,Bareilly,Orion,Enteritidis,Heidelberg,London,Westhampton,Thomasville,Schleissheim,Typhimurium,Cubana,Tillburg,Give,Bredeney,Mons,Goldcoast,Brazzaville,CO-group,EO-group,Hillington,othamarschen,Urbana,BO-group,Lexington,Isangi,Sinstorf,Kapemba,Dublin,Blockley,Clackamas,Kambok,Natal,Binza,Oakam,Worthington,Leopoldville,Beitri,Donna,Hato,Braenderup","Estimating prevalence of Salmonella,Determining serotypes present,Comparison of serotypes between sources,Risk factors for prevalence or concentration of Salmonella","geographic region,feed characteristics",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4369,Finland,Europe,"Molecular studies (e.g. categorization from isolate banks, AMR etc)",Yes,"Feed manufacturing plant,Not specified",Not Reported,S. Agona,Agona,,,,,,,Not reported,feed,Not reported,"Molecular characteristics,Serotype(s) present in food / food environment / food equipment",Agona,"Molecular characterization (descriptive),Outbreak investigation",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not reported,feed,not reported,"Molecular characteristics,Serotype(s) present in food / food environment / food equipment",Agona,"Molecular characterization (descriptive),Outbreak investigation",,,,,,Samples were taken from feed mills and there was also feed sampled from unspecified places
2189,United Kingdom,Europe,Analytical observational,Yes,"Field used to grow animal feeds,Feed manufacturing plant,On-farm (including farmed fish sites)",Not Reported,S. Senftenberg,"Senftenberg,Mbandaka,Tennessee,Infantis,Agona,Give,Typhimurium,Cubana,Worthington,Kedougou,Havana,Oranienburg,Schwarzengrund,Aberdeen,Derby,Newport,Virchow,Brandenburg,Kentucky,Agama,Drypool,Java,Taksony,Thompson,13,23:z37:-,Bovismorbificans","Crop in field,Broiler litter intended for spreading on field","Reported &ldquo;Salmonella present&rdquo; (or +) without a denominator,Reported &ldquo;Salmonella absent&rdquo; (or -) without a denominator,Serotype(s) present in food / food environment / food equipment","Mbandaka,Montevideo,Kedougou","Estimating prevalence of Salmonella,Determining serotypes present",,,Not reported,"feed,environment",dry grain,Prevalence / proportion positive,"Senftenberg,Mbandaka,Tennessee,Infantis,Agona,Give,Typhimurium,Cubana,Worthington,Kedougou,Havana,Oranienburg,Schwarzengrund,Aberdeen,Derby,Newport,Virchow,Brandenburg,Kentucky,Agama,Drypool,Java,Taksony,Thompson,13,23:z37:-,Bovismorbificans","Estimating prevalence of Salmonella,Determining serotypes present,Comparison of prevalence between sources",,,,,,,,,,,,,,,,,,,,,,"Cattle, not further specified,Swine","feed,equipment,environment",dry grain,Prevalence / proportion positive,"Mbandaka,Typhimurium,Albany,Panama,Derby,Virchow,Brandenburg,Kentucky,LIvingstone,Rissen,Durham,Ohio,Bovismorbificans,Newington","Estimating prevalence of Salmonella,Determining serotypes present,Comparison of prevalence between sources",,,,,,,,,,,,,,,,,
2189,United Kingdom,Europe,Analytical observational,Yes,"Field used to grow animal feeds,Feed manufacturing plant,On-farm (including farmed fish sites)",Not Reported,S. Mbandaka,"Senftenberg,Mbandaka,Tennessee,Infantis,Agona,Give,Typhimurium,Cubana,Worthington,Kedougou,Havana,Oranienburg,Schwarzengrund,Aberdeen,Derby,Newport,Virchow,Brandenburg,Kentucky,Agama,Drypool,Java,Taksony,Thompson,13,23:z37:-,Bovismorbificans","Crop in field,Broiler litter intended for spreading on field","Reported &ldquo;Salmonella present&rdquo; (or +) without a denominator,Reported &ldquo;Salmonella absent&rdquo; (or -) without a denominator,Serotype(s) present in food / food environment / food equipment","Mbandaka,Montevideo,Kedougou","Estimating prevalence of Salmonella,Determining serotypes present",,,Not reported,"feed,environment",dry grain,Prevalence / proportion positive,"Senftenberg,Mbandaka,Tennessee,Infantis,Agona,Give,Typhimurium,Cubana,Worthington,Kedougou,Havana,Oranienburg,Schwarzengrund,Aberdeen,Derby,Newport,Virchow,Brandenburg,Kentucky,Agama,Drypool,Java,Taksony,Thompson,13,23:z37:-,Bovismorbificans","Estimating prevalence of Salmonella,Determining serotypes present,Comparison of prevalence between sources",,,,,,,,,,,,,,,,,,,,,,"Cattle, not further specified,Swine","feed,equipment,environment",dry grain,Prevalence / proportion positive,"Mbandaka,Typhimurium,Albany,Panama,Derby,Virchow,Brandenburg,Kentucky,LIvingstone,Rissen,Durham,Ohio,Bovismorbificans,Newington","Estimating prevalence of Salmonella,Determining serotypes present,Comparison of prevalence between sources",,,,,,,,,,,,,,,,,
2189,United Kingdom,Europe,Analytical observational,Yes,"Field used to grow animal feeds,Feed manufacturing plant,On-farm (including farmed fish sites)",Not Reported,S. Tennessee,"Senftenberg,Mbandaka,Tennessee,Infantis,Agona,Give,Typhimurium,Cubana,Worthington,Kedougou,Havana,Oranienburg,Schwarzengrund,Aberdeen,Derby,Newport,Virchow,Brandenburg,Kentucky,Agama,Drypool,Java,Taksony,Thompson,13,23:z37:-,Bovismorbificans","Crop in field,Broiler litter intended for spreading on field","Reported &ldquo;Salmonella present&rdquo; (or +) without a denominator,Reported &ldquo;Salmonella absent&rdquo; (or -) without a denominator,Serotype(s) present in food / food environment / food equipment","Mbandaka,Montevideo,Kedougou","Estimating prevalence of Salmonella,Determining serotypes present",,,Not reported,"feed,environment",dry grain,Prevalence / proportion positive,"Senftenberg,Mbandaka,Tennessee,Infantis,Agona,Give,Typhimurium,Cubana,Worthington,Kedougou,Havana,Oranienburg,Schwarzengrund,Aberdeen,Derby,Newport,Virchow,Brandenburg,Kentucky,Agama,Drypool,Java,Taksony,Thompson,13,23:z37:-,Bovismorbificans","Estimating prevalence of Salmonella,Determining serotypes present,Comparison of prevalence between sources",,,,,,,,,,,,,,,,,,,,,,"Cattle, not further specified,Swine","feed,equipment,environment",dry grain,Prevalence / proportion positive,"Mbandaka,Typhimurium,Albany,Panama,Derby,Virchow,Brandenburg,Kentucky,LIvingstone,Rissen,Durham,Ohio,Bovismorbificans,Newington","Estimating prevalence of Salmonella,Determining serotypes present,Comparison of prevalence between sources",,,,,,,,,,,,,,,,,
2189,United Kingdom,Europe,Analytical observational,Yes,"Field used to grow animal feeds,Feed manufacturing plant,On-farm (including farmed fish sites)",Not Reported,S. Infantis,"Senftenberg,Mbandaka,Tennessee,Infantis,Agona,Give,Typhimurium,Cubana,Worthington,Kedougou,Havana,Oranienburg,Schwarzengrund,Aberdeen,Derby,Newport,Virchow,Brandenburg,Kentucky,Agama,Drypool,Java,Taksony,Thompson,13,23:z37:-,Bovismorbificans","Crop in field,Broiler litter intended for spreading on field","Reported &ldquo;Salmonella present&rdquo; (or +) without a denominator,Reported &ldquo;Salmonella absent&rdquo; (or -) without a denominator,Serotype(s) present in food / food environment / food equipment","Mbandaka,Montevideo,Kedougou","Estimating prevalence of Salmonella,Determining serotypes present",,,Not reported,"feed,environment",dry grain,Prevalence / proportion positive,"Senftenberg,Mbandaka,Tennessee,Infantis,Agona,Give,Typhimurium,Cubana,Worthington,Kedougou,Havana,Oranienburg,Schwarzengrund,Aberdeen,Derby,Newport,Virchow,Brandenburg,Kentucky,Agama,Drypool,Java,Taksony,Thompson,13,23:z37:-,Bovismorbificans","Estimating prevalence of Salmonella,Determining serotypes present,Comparison of prevalence between sources",,,,,,,,,,,,,,,,,,,,,,"Cattle, not further specified,Swine","feed,equipment,environment",dry grain,Prevalence / proportion positive,"Mbandaka,Typhimurium,Albany,Panama,Derby,Virchow,Brandenburg,Kentucky,LIvingstone,Rissen,Durham,Ohio,Bovismorbificans,Newington","Estimating prevalence of Salmonella,Determining serotypes present,Comparison of prevalence between sources",,,,,,,,,,,,,,,,,
2189,United Kingdom,Europe,Analytical observational,Yes,"Field used to grow animal feeds,Feed manufacturing plant,On-farm (including farmed fish sites)",Not Reported,S. Agona,"Senftenberg,Mbandaka,Tennessee,Infantis,Agona,Give,Typhimurium,Cubana,Worthington,Kedougou,Havana,Oranienburg,Schwarzengrund,Aberdeen,Derby,Newport,Virchow,Brandenburg,Kentucky,Agama,Drypool,Java,Taksony,Thompson,13,23:z37:-,Bovismorbificans","Crop in field,Broiler litter intended for spreading on field","Reported &ldquo;Salmonella present&rdquo; (or +) without a denominator,Reported &ldquo;Salmonella absent&rdquo; (or -) without a denominator,Serotype(s) present in food / food environment / food equipment","Mbandaka,Montevideo,Kedougou","Estimating prevalence of Salmonella,Determining serotypes present",,,Not reported,"feed,environment",dry grain,Prevalence / proportion positive,"Senftenberg,Mbandaka,Tennessee,Infantis,Agona,Give,Typhimurium,Cubana,Worthington,Kedougou,Havana,Oranienburg,Schwarzengrund,Aberdeen,Derby,Newport,Virchow,Brandenburg,Kentucky,Agama,Drypool,Java,Taksony,Thompson,13,23:z37:-,Bovismorbificans","Estimating prevalence of Salmonella,Determining serotypes present,Comparison of prevalence between sources",,,,,,,,,,,,,,,,,,,,,,"Cattle, not further specified,Swine","feed,equipment,environment",dry grain,Prevalence / proportion positive,"Mbandaka,Typhimurium,Albany,Panama,Derby,Virchow,Brandenburg,Kentucky,LIvingstone,Rissen,Durham,Ohio,Bovismorbificans,Newington","Estimating prevalence of Salmonella,Determining serotypes present,Comparison of prevalence between sources",,,,,,,,,,,,,,,,,
2189,United Kingdom,Europe,Analytical observational,Yes,"Field used to grow animal feeds,Feed manufacturing plant,On-farm (including farmed fish sites)",Not Reported,S. Typhimurium,"Senftenberg,Mbandaka,Tennessee,Infantis,Agona,Give,Typhimurium,Cubana,Worthington,Kedougou,Havana,Oranienburg,Schwarzengrund,Aberdeen,Derby,Newport,Virchow,Brandenburg,Kentucky,Agama,Drypool,Java,Taksony,Thompson,13,23:z37:-,Bovismorbificans","Crop in field,Broiler litter intended for spreading on field","Reported &ldquo;Salmonella present&rdquo; (or +) without a denominator,Reported &ldquo;Salmonella absent&rdquo; (or -) without a denominator,Serotype(s) present in food / food environment / food equipment","Mbandaka,Montevideo,Kedougou","Estimating prevalence of Salmonella,Determining serotypes present",,,Not reported,"feed,environment",dry grain,Prevalence / proportion positive,"Senftenberg,Mbandaka,Tennessee,Infantis,Agona,Give,Typhimurium,Cubana,Worthington,Kedougou,Havana,Oranienburg,Schwarzengrund,Aberdeen,Derby,Newport,Virchow,Brandenburg,Kentucky,Agama,Drypool,Java,Taksony,Thompson,13,23:z37:-,Bovismorbificans","Estimating prevalence of Salmonella,Determining serotypes present,Comparison of prevalence between sources",,,,,,,,,,,,,,,,,,,,,,"Cattle, not further specified,Swine","feed,equipment,environment",dry grain,Prevalence / proportion positive,"Mbandaka,Typhimurium,Albany,Panama,Derby,Virchow,Brandenburg,Kentucky,LIvingstone,Rissen,Durham,Ohio,Bovismorbificans,Newington","Estimating prevalence of Salmonella,Determining serotypes present,Comparison of prevalence between sources",,,,,,,,,,,,,,,,,
2189,United Kingdom,Europe,Analytical observational,Yes,"Field used to grow animal feeds,Feed manufacturing plant,On-farm (including farmed fish sites)",Not Reported,S. Schwarzengrund,"Senftenberg,Mbandaka,Tennessee,Infantis,Agona,Give,Typhimurium,Cubana,Worthington,Kedougou,Havana,Oranienburg,Schwarzengrund,Aberdeen,Derby,Newport,Virchow,Brandenburg,Kentucky,Agama,Drypool,Java,Taksony,Thompson,13,23:z37:-,Bovismorbificans","Crop in field,Broiler litter intended for spreading on field","Reported &ldquo;Salmonella present&rdquo; (or +) without a denominator,Reported &ldquo;Salmonella absent&rdquo; (or -) without a denominator,Serotype(s) present in food / food environment / food equipment","Mbandaka,Montevideo,Kedougou","Estimating prevalence of Salmonella,Determining serotypes present",,,Not reported,"feed,environment",dry grain,Prevalence / proportion positive,"Senftenberg,Mbandaka,Tennessee,Infantis,Agona,Give,Typhimurium,Cubana,Worthington,Kedougou,Havana,Oranienburg,Schwarzengrund,Aberdeen,Derby,Newport,Virchow,Brandenburg,Kentucky,Agama,Drypool,Java,Taksony,Thompson,13,23:z37:-,Bovismorbificans","Estimating prevalence of Salmonella,Determining serotypes present,Comparison of prevalence between sources",,,,,,,,,,,,,,,,,,,,,,"Cattle, not further specified,Swine","feed,equipment,environment",dry grain,Prevalence / proportion positive,"Mbandaka,Typhimurium,Albany,Panama,Derby,Virchow,Brandenburg,Kentucky,LIvingstone,Rissen,Durham,Ohio,Bovismorbificans,Newington","Estimating prevalence of Salmonella,Determining serotypes present,Comparison of prevalence between sources",,,,,,,,,,,,,,,,,
4234,USA,North America,Single group observational,Yes,"Feed manufacturing plant,On-farm (including farmed fish sites)",Cattle or Buffalo,S. spp,Not specified / any or all combined / Salmonella spp.,,,,,,,Dairy cattle,feed,Not reported,"Prevalence / proportion positive,Results were combined among sample types",Not specified / any or all combined / Salmonella spp.,"Estimating prevalence of Salmonella,Determining antimicrobial resistance,Determining serotypes present,Molecular characterization (descriptive)",,,,,,,,,,,,,,,,,,,,,,Dairy cattle,feed,"pelleted feed,recycled food products,Not specified,Hay,corn silage,Silage,corn,Cottonseed,Straw,Beet pulp,fishmeal,pea flour","Prevalence / proportion positive,Molecular characteristics,Serotype(s) present in food / food environment / food equipment","Not specified / any or all combined / Salmonella spp.,Mbandaka,Typhimurium,Meleagridis,Braenderup,Cerro","Estimating prevalence of Salmonella,Determining antimicrobial resistance,Determining serotypes present,Molecular characterization (descriptive)",,,,,,,,,,,,,,,,,All feed mill samples were negative for Salmonella. The AMR results for feed were lumped with other environmental samples.
3510,Canada,North America,Analytical observational,Yes,Feed manufacturing plant,Poultry,S. spp,"Not specified / any or all combined / Salmonella spp.,Orion,Enteritidis",,,,,,,Broiler chickens,feed,pelleted feed,"Prevalence / proportion positive,Molecular characteristics,Antimicrobial resistance,Serotype(s) present in food / food environment / food equipment","Not specified / any or all combined / Salmonella spp.,Orion,Enteritidis","Estimating prevalence of Salmonella,Determining antimicrobial resistance,Determining serotypes present,Molecular characterization (descriptive),Risk factors for prevalence or concentration of Salmonella",,,feed characteristics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3510,Canada,North America,Analytical observational,Yes,Feed manufacturing plant,Poultry,S. Enteritidis,"Not specified / any or all combined / Salmonella spp.,Orion,Enteritidis",,,,,,,Broiler chickens,feed,pelleted feed,"Prevalence / proportion positive,Molecular characteristics,Antimicrobial resistance,Serotype(s) present in food / food environment / food equipment","Not specified / any or all combined / Salmonella spp.,Orion,Enteritidis","Estimating prevalence of Salmonella,Determining antimicrobial resistance,Determining serotypes present,Molecular characterization (descriptive),Risk factors for prevalence or concentration of Salmonella",,,feed characteristics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5205,USA,North America,"Laboratory study (experimental, something manipulated)",Yes,"Feed manufacturing plant,Not specified",Poultry,S. spp,Not specified / any or all combined / Salmonella spp.,,,,,,,Turkeys,feed,"pelleted feed,Mash",Concentration,Not specified / any or all combined / Salmonella spp.,"Estimating concentration of Salmonella,Evaluation of interventions to reduce Salmonella",,,,,conditioner,,,,,,,,,,,,,,,,,,,,,,,,,,,,Turkeys,feed,Mash,"Survival time,Serotype(s) present in food / food environment / food equipment","Enteritidis,Typhimurium,Haardt","Estimating survival time of Salmonella,Evaluation of conditions associated with survival times",,"temperature,humidity",,,,
114,USA,North America,Analytical observational,Yes,Feed manufacturing plant,Swine,S. spp,Not specified / any or all combined / Salmonella spp.,,,,,,,Swine,"feed,equipment,environment",pelleted feed,Prevalence / proportion positive,Not specified / any or all combined / Salmonella spp.,"Estimating prevalence of Salmonella,Risk factors for prevalence or concentration of Salmonella",,,"geographic region,season, climate,plant characteristics,feed characteristics",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
332,USA,North America,"Molecular studies (e.g. categorization from isolate banks, AMR etc)",Yes,Feed manufacturing plant,Swine,S. Senftenberg,"Senftenberg,Mbandaka,Schwarzewngrund,Agona,Javiana,Typhimurium,Rissen,Hartford,Kiambu,I 4,[5],12:i:-,Barranquilla,Bareilly,Braenderup,Cubana,Soerenga,Worthington",,,,,,,Swine,"feed,equipment,environment","pelleted feed,Commercial feed","Molecular characteristics,Antimicrobial resistance,Serotype(s) present in food / food environment / food equipment","Senftenberg,Mbandaka,Schwarzewngrund,Agona,Javiana,Typhimurium,Rissen,Hartford,Kiambu,I 4,[5],12:i:-,Barranquilla,Bareilly,Braenderup,Cubana,Soerenga,Worthington","Molecular characterization (descriptive),Comparison of AMR patterns between sources,Comparison of serotypes between sources,Comparison of molecular characterization between sources",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Prevalence data were collected from a previous (published) study, so I'm not extracting it here."
332,USA,North America,"Molecular studies (e.g. categorization from isolate banks, AMR etc)",Yes,Feed manufacturing plant,Swine,S. Mbandaka,"Senftenberg,Mbandaka,Schwarzewngrund,Agona,Javiana,Typhimurium,Rissen,Hartford,Kiambu,I 4,[5],12:i:-,Barranquilla,Bareilly,Braenderup,Cubana,Soerenga,Worthington",,,,,,,Swine,"feed,equipment,environment","pelleted feed,Commercial feed","Molecular characteristics,Antimicrobial resistance,Serotype(s) present in food / food environment / food equipment","Senftenberg,Mbandaka,Schwarzewngrund,Agona,Javiana,Typhimurium,Rissen,Hartford,Kiambu,I 4,[5],12:i:-,Barranquilla,Bareilly,Braenderup,Cubana,Soerenga,Worthington","Molecular characterization (descriptive),Comparison of AMR patterns between sources,Comparison of serotypes between sources,Comparison of molecular characterization between sources",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Prevalence data were collected from a previous (published) study, so I'm not extracting it here."
332,USA,North America,"Molecular studies (e.g. categorization from isolate banks, AMR etc)",Yes,Feed manufacturing plant,Swine,S. Schwarzengrund,"Senftenberg,Mbandaka,Schwarzewngrund,Agona,Javiana,Typhimurium,Rissen,Hartford,Kiambu,I 4,[5],12:i:-,Barranquilla,Bareilly,Braenderup,Cubana,Soerenga,Worthington",,,,,,,Swine,"feed,equipment,environment","pelleted feed,Commercial feed","Molecular characteristics,Antimicrobial resistance,Serotype(s) present in food / food environment / food equipment","Senftenberg,Mbandaka,Schwarzewngrund,Agona,Javiana,Typhimurium,Rissen,Hartford,Kiambu,I 4,[5],12:i:-,Barranquilla,Bareilly,Braenderup,Cubana,Soerenga,Worthington","Molecular characterization (descriptive),Comparison of AMR patterns between sources,Comparison of serotypes between sources,Comparison of molecular characterization between sources",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Prevalence data were collected from a previous (published) study, so I'm not extracting it here."
