Refid,User,Level,year,country,continent,st_design,setting,setting1,species,sources,plant_species,field_sources,field_outcomes,field_serotype,field_purpose,field_risk,field_interv,plant_species,plant_sources,plant_feedstuff,plant_outcomes,plant_serotype,plant_purpose,plant_innoc,plant_lab,plant_risk,plant_surv,plant_interv,trans_species,trans_sources,trans_feedstuff,trans_outcomes,trans_serotype,trans_purpose,trans_risk,retail_species,retail_sources,retail_feedstuff,retail_outcomes,retail_serotype,retail_purpose,retail_innoc,retail_lab,retail_risk,farm_species,farm_sources,farm_feedstuff,farm_outcomes,farm_serotype,farm_purpose,farm_innoc,farm_surv,farm_lab,farm_risk,farm_interv,NR_species,NR_sources,NR_feedstuff,NR_outcomes,NR_serotype,NR_purpose,NR_innoc,NR_surv,NR_lab,NR_risk,NR_interv,Comments,,NR_interv,Comments
9842,"Ellen_Vriezen,Mikalya_Plishka",3,2001,Slovenia,Europe,Analytical observational,Not Specified,Not specified,Not Reported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not reported,feed,not reported,"Reported number of positive samples without a denominator,Serotype(s) present in food / food environment / food equipment","Not specified / any or all combined / Salmonella spp.,Senftenberg,Tennessee,Anatum,Infantis,Agona,Enteritidis,Typhimurium,Hadar,Heidelberg,Havana,Bredeney,Derby,Livingstone,Saintpaul,Newington","Estimating prevalence of Salmonella,Determining serotypes present,Evaluation of linkage to illness in humans",,,,,,"Ranked the most common serotypes, reported the percentage of Salmonella isolates, and the. PRCC between man, poultry and feedstuffs",,"heat, radiation",
114,"jan.sargeant,SarahTotton,Ellen_Vriezen,Mikalya_Plishka",3,2020,USA,North America,Analytical observational,Feed Manufacturing Plant,Feed manufacturing plant,Swine,,,,,,,,,Swine,"feed,equipment,environment",pelleted feed,Prevalence / proportion positive,Not specified / any or all combined / Salmonella spp.,"Estimating prevalence of Salmonella,Risk factors for prevalence or concentration of Salmonella",,,"geographic region,season, climate,plant characteristics,feed characteristics",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1324,"SarahTotton,Ellen_Vriezen",3,2017,USA,North America,Laboratory study (experimental),Feed Manufacturing Plant,Feed manufacturing plant,Not Reported,,,,,,,,,Not reported,feed,animal byproducts,"Concentration,Survival time,Serotype(s) present in food / food environment / food equipment","Senftenberg,Enteritidis,Gallinarum","Estimating concentration of Salmonella,Estimating survival time of Salmonella,Evaluation of interventions to reduce Salmonella",,,,,Heat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fermentation,
1537,"Ellen_Vriezen,Mikalya_Plishka",3,2016,Costa Rica,North America,Analytical observational,Feed Manufacturing Plant,Feed manufacturing plant,Not Reported,,,,,,,,,"Swine,Poultry, not further specified,Not reported",feed,"Not reported,dry grain,animal byproducts,Soybean meal","Prevalence / proportion positive,Antimicrobial resistance,Serotype(s) present in food / food environment / food equipment","Not specified / any or all combined / Salmonella spp.,Senftenberg,Mbandaka,Montevideo,Anatum,Infantis,Amsterdam,Give,Rissen,Soerenga,Havana,Schwarzengrund,Muenster,Newport,Alachua,Berta,Yoruba,Brandenburg,Manchester,Molade,Rough","Estimating prevalence of Salmonella,Determining antimicrobial resistance,Determining serotypes present,Comparison of AMR patterns between sources,Comparison of serotypes between sources,Comparison of prevalence between sources",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1537,"Ellen_Vriezen,Mikalya_Plishka",3,2016,Costa Rica,North America,Analytical observational,Feed Manufacturing Plant,Feed manufacturing plant,Poultry,,,,,,,,,"Swine,Poultry, not further specified,Not reported",feed,"Not reported,dry grain,animal byproducts,Soybean meal","Prevalence / proportion positive,Antimicrobial resistance,Serotype(s) present in food / food environment / food equipment","Not specified / any or all combined / Salmonella spp.,Senftenberg,Mbandaka,Montevideo,Anatum,Infantis,Amsterdam,Give,Rissen,Soerenga,Havana,Schwarzengrund,Muenster,Newport,Alachua,Berta,Yoruba,Brandenburg,Manchester,Molade,Rough","Estimating prevalence of Salmonella,Determining antimicrobial resistance,Determining serotypes present,Comparison of AMR patterns between sources,Comparison of serotypes between sources,Comparison of prevalence between sources",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Study examined BSF larvae, which were obtained from a laboratory"
1537,"Ellen_Vriezen,Mikalya_Plishka",3,2016,Costa Rica,North America,Analytical observational,Feed Manufacturing Plant,Feed manufacturing plant,Swine,,,,,,,,,"Swine,Poultry, not further specified,Not reported",feed,"Not reported,dry grain,animal byproducts,Soybean meal","Prevalence / proportion positive,Antimicrobial resistance,Serotype(s) present in food / food environment / food equipment","Not specified / any or all combined / Salmonella spp.,Senftenberg,Mbandaka,Montevideo,Anatum,Infantis,Amsterdam,Give,Rissen,Soerenga,Havana,Schwarzengrund,Muenster,Newport,Alachua,Berta,Yoruba,Brandenburg,Manchester,Molade,Rough","Estimating prevalence of Salmonella,Determining antimicrobial resistance,Determining serotypes present,Comparison of AMR patterns between sources,Comparison of serotypes between sources,Comparison of prevalence between sources",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SILVA FEED ENC®,Outcome reported was growth inhibition.
1574,"Ellen_Vriezen,Mikalya_Plishka",3,2016,USA,North America,Single group observational,Feed Manufacturing Plant,Feed manufacturing plant,Not Reported,,,,,,,,,Not reported,feed,"dry grain,wet grain","Prevalence / proportion positive,Serotype(s) present in food / food environment / food equipment","Not specified / any or all combined / Salmonella spp.,Montevideo,Infantis,Rissen,Uganda,Altona","Estimating prevalence of Salmonella,Determining serotypes present,Comparison of serotypes between sources",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I would say that characteristics of the housing (i.e. airflow and positioning of the positive bird) were risk factors they examined for contamination of feed.
1618,"Ellen_Vriezen,Mikalya_Plishka",3,2016,"USA,Canada",North America,Single group observational,Feed Manufacturing Plant,Feed manufacturing plant,Not Reported,,,,,,,,,Not reported,feed,animal byproducts,"Prevalence / proportion positive,Concentration,Antimicrobial resistance,Serotype(s) present in food / food environment / food equipment","Not specified / any or all combined / Salmonella spp.,Senftenberg,Mbandaka,Tennessee,Montevideo,Infantis,Orion,Rissen,Cerro,Livingstone,Muenster,Group C1","Estimating prevalence of Salmonella,Determining antimicrobial resistance,Determining serotypes present",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,formic acid,
19919,SarahTotton,3,1998,USA,North America,Single group observational,Feed Manufacturing Plant,Feed manufacturing plant,Not Reported,,Not reported,,,,,,,,feed,animal byproducts,"Prevalence / proportion positive,Serotype(s) present in food / food environment / food equipment","Not specified / any or all combined / Salmonella spp.,Senftenberg,Mbandaka,Montevideo,Bredeney","Estimating prevalence of Salmonella,Determining serotypes present",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 582-583 of the PDF,,processing method,"I answered Q4 based on the fact that it sounds like the insects are not directly fed to animals but instead are sent to feed factories ""there are opportunities for farmers to produce edible insects, which can be delivered to food and feed factories as a raw material for manufacturing value-added products."""
2242,"Ellen_Vriezen,Mikalya_Plishka",3,2013,USA,North America,Analytical observational,Feed Manufacturing Plant,Feed manufacturing plant,Not Reported,,,,,,,,,Not reported,feed,"animal byproducts,Soybean meal,Sunflower meal,cottonseed meal,canola meal,Linseed meal,alfalfa meal,oilseed byproducts,corn products,hominy","Prevalence / proportion positive,Antimicrobial resistance,Serotype(s) present in food / food environment / food equipment","Not specified / any or all combined / Salmonella spp.,Senftenberg,Mbandaka,Tennessee,Montevideo,Johannesburg,Anatum,Infantis,Bareilly,Cerro,Ohio,Lille,Oranienburg,Schwarzengrund,Muenster,Amager,Meleagridis,Waycross","Estimating prevalence of Salmonella,Determining antimicrobial resistance,Determining serotypes present,Comparison of serotypes between sources",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ensiling,"They took pre-ensiled, naturally contaminated  samples from the farm and then did an experiment in the lab to see if ensiling killed the Salmonella"
3052,"Ellen_Vriezen,Mikalya_Plishka",3,2010,USA,North America,Analytical observational,Feed Manufacturing Plant,Feed manufacturing plant,Not Reported,,,,,,,,,Not reported,feed,animal byproducts,"Prevalence / proportion positive,Results were combined among sample types,Serotype(s) present in food / food environment / food equipment","Not specified / any or all combined / Salmonella spp.,Senftenberg,Mbandaka,Montevideo,Johannesburg,Amsterdam,Enteritidis,Livingstone,Oranienburg,Banana,Idikan,Putten,Molade,IIIa. 42:z4,z23,Demerara","Estimating prevalence of Salmonella,Determining serotypes present,Evaluation of interventions to reduce Salmonella",,,,,heat treatment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,also looks at the d-value,,ensilage,"Salmonella choleraesuis. For prevalence estimates, denominators are in Table 1."
332,"SarahTotton,Ellen_Vriezen",3,2020,USA,North America,Molecular studies,Feed Manufacturing Plant,Feed manufacturing plant,Swine,,,,,,,,,Swine,"feed,equipment,environment","pelleted feed,Commercial feed","Molecular characteristics,Antimicrobial resistance,Serotype(s) present in food / food environment / food equipment","Senftenberg,Mbandaka,Schwarzewngrund,Agona,Javiana,Typhimurium,Rissen,Hartford,Kiambu,I 4,[5],12:i:-,Barranquilla,Bareilly,Braenderup,Cubana,Soerenga,Worthington","Molecular characterization (descriptive),Comparison of AMR patterns between sources,Comparison of serotypes between sources,Comparison of molecular characterization between sources",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Prevalence data were collected from a previous (published) study, so I'm not extracting it here.",,,
3510,"SarahTotton,Mikalya_Plishka",3,2007,Canada,North America,Analytical observational,Feed Manufacturing Plant,Feed manufacturing plant,Poultry,,,,,,,,,Broiler chickens,feed,pelleted feed,"Prevalence / proportion positive,Molecular characteristics,Antimicrobial resistance,Serotype(s) present in food / food environment / food equipment","Not specified / any or all combined / Salmonella spp.,Orion,Enteritidis","Estimating prevalence of Salmonella,Determining antimicrobial resistance,Determining serotypes present,Molecular characterization (descriptive),Risk factors for prevalence or concentration of Salmonella",,,feed characteristics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3993,"SarahTotton,Ellen_Vriezen",3,2005,USA,North America,Single group observational,Feed Manufacturing Plant,Feed manufacturing plant,Not Reported,,,,,,,,,Not reported,feed,animal byproducts,"Concentration,Serotype(s) present in food / food environment / food equipment","Not specified / any or all combined / Salmonella spp.,Senftenberg,Mbandaka,Johannesburg,Infantis,Agona,Typhimurium,Enteritidis,Havana,Livingstone,Lexington,Arkansas","Estimating concentration of Salmonella,Determining serotypes present",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4141,"SarahTotton,Ellen_Vriezen",3,2004,USA,North America,Analytical observational,Feed Manufacturing Plant,Feed manufacturing plant,Not Reported,,,,,,,,,Not reported,"feed,equipment,environment","pelleted feed,Brewers,animal byproducts,Commercial feed,Mash,Soybean meal,cottonseed meal,corn products,Wheat grain,Fish meal,Whey",Prevalence / proportion positive,Not specified / any or all combined / Salmonella spp.,"Estimating prevalence of Salmonella,Risk factors for prevalence or concentration of Salmonella,Evaluation of interventions to reduce Salmonella",,,"season, climate,plant characteristics,feed characteristics,other",,temperature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day of the week was another risk factor examined.,,,
4234,"SarahTotton,Ellen_Vriezen",3,2003,USA,North America,Single group observational,Feed Manufacturing Plant,"Feed manufacturing plant,On-farm (including farmed fish sites)",Cattle,,,,,,,,,Dairy cattle,feed,Not reported,"Prevalence / proportion positive,Results were combined among sample types",Not specified / any or all combined / Salmonella spp.,"Estimating prevalence of Salmonella,Determining antimicrobial resistance,Determining serotypes present,Molecular characterization (descriptive)",,,,,,,,,,,,,,,,,,,,,,Dairy cattle,feed,"pelleted feed,recycled food products,Not specified,Hay,corn silage,Silage,corn,Cottonseed,Straw,Beet pulp,fishmeal,pea flour","Prevalence / proportion positive,Molecular characteristics,Serotype(s) present in food / food environment / food equipment","Not specified / any or all combined / Salmonella spp.,Mbandaka,Typhimurium,Meleagridis,Braenderup,Cerro","Estimating prevalence of Salmonella,Determining antimicrobial resistance,Determining serotypes present,Molecular characterization (descriptive)",,,,,,,,,,,,,,,,,All feed mill samples were negative for Salmonella. The AMR results for feed were lumped with other environmental samples.,,desiccation,
5205,"Ellen_Vriezen,Mikalya_Plishka",3,1996,USA,North America,Laboratory study (experimental),Feed Manufacturing Plant,"Feed manufacturing plant,Not specified",Poultry,,,,,,,,,Turkeys,feed,"pelleted feed,Mash",Concentration,Not specified / any or all combined / Salmonella spp.,"Estimating concentration of Salmonella,Evaluation of interventions to reduce Salmonella",,,,,conditioner,,,,,,,,,,,,,,,,,,,,,,,,,,,,Turkeys,feed,Mash,"Survival time,Serotype(s) present in food / food environment / food equipment","Enteritidis,Typhimurium,Haardt","Estimating survival time of Salmonella,Evaluation of conditions associated with survival times",,"temperature,humidity",,,,,,desiccation,
723,"SarahTotton,Ellen_Vriezen",3,2019,USA,North America,Analytical observational,Feed Manufacturing Plant,Feed manufacturing plant,Swine,,,,,,,,,Swine,"feed,equipment,environment","pelleted feed,Mash","Prevalence / proportion positive,Serotype(s) present in food / food environment / food equipment","Not specified / any or all combined / Salmonella spp.,Typhimurium,I 4,[5],12:i:-","Estimating prevalence of Salmonella,Determining serotypes present,Risk factors for prevalence or concentration of Salmonella",,,"geographic region,season, climate,plant characteristics,feed characteristics",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,heat treatment,
731,"SarahTotton,Ellen_Vriezen",3,2019,USA,North America,Analytical observational,Feed Manufacturing Plant,Feed manufacturing plant,Swine,,,,,,,,,Swine,"feed,equipment,environment","pelleted feed,Mash",Prevalence / proportion positive,"Not specified / any or all combined / Salmonella spp.,Typhimurium,I 4,[5],12:i:-,Newport","Estimating prevalence of Salmonella,Risk factors for prevalence or concentration of Salmonella,DO NOT USE Comparison of detection methods",,,"geographic region,plant characteristics,feed characteristics",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,This study seems awfully similar to the previous Ref ID #. Are they the same or do they have overlap?,,UV-C Radiation,Samples tested for Salmonella before inoculation were negative for Salmonella.
7948,"SarahTotton,Ellen_Vriezen",3,2016,USA,North America,Single group observational,Feed Manufacturing Plant,Feed manufacturing plant,Cattle,,,,,,,,,"Dairy cattle,Beef cattle,Not reported",feed,"Not reported,Brewers,animal byproducts,cottonseed meal,corn products",Prevalence / proportion positive,Not specified / any or all combined / Salmonella spp.,"Development or validation of surveillance methods,Estimating prevalence of Salmonella",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ensiling,"I think the only intervention relevant to us is ensiling. The acid and silage exudate conditions don't involve feed, but rather mimic conditions during ensiling."
7948,"SarahTotton,Ellen_Vriezen",3,2016,USA,North America,Single group observational,Feed Manufacturing Plant,Feed manufacturing plant,Not Reported,,,,,,,,,"Dairy cattle,Beef cattle,Not reported",feed,"Not reported,Brewers,animal byproducts,cottonseed meal,corn products",Prevalence / proportion positive,Not specified / any or all combined / Salmonella spp.,"Development or validation of surveillance methods,Estimating prevalence of Salmonella",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"food waste,  LAPTg media",
801,"SarahTotton,Ellen_Vriezen",3,2018,USA,North America,Molecular studies,Feed Manufacturing Plant,Feed manufacturing plant,Swine,,,,,,,,,Swine,"feed,equipment,environment","pelleted feed,Mash","Molecular characteristics,Antimicrobial resistance,Results were combined among sample types",Not specified / any or all combined / Salmonella spp.,"Determining antimicrobial resistance,Determining serotypes present,Molecular characterization (descriptive)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,steam processing,Also looked at An immunomagnetic separation technique was evaluated for increased recovery of Salmonella from feed. Limit of detection was another outcome reported.
878,"SarahTotton,Ellen_Vriezen",3,2018,Costa Rica,North America,Analytical observational,Feed Manufacturing Plant,Feed manufacturing plant,Not Reported,,,,,,,,,Not reported,feed,animal byproducts,Prevalence / proportion positive,Not specified / any or all combined / Salmonella spp.,"Estimating prevalence of Salmonella,Risk factors for prevalence or concentration of Salmonella,Comparison of prevalence between sources",,,feed characteristics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12183,"Ellen_Vriezen,Mikalya_Plishka",3,1997,USA,North America,Analytical observational,Feed Transportation,Feed transportation (e.g. feed trucks),Swine,,,,,,,,,,,,,,,,,,,,Swine,"feed,environment","meat and bone meal,fish meal,corn,soybean meal,meat,bonemeal","Prevalence / proportion positive,Serotype(s) present in food / food environment / food equipment","Not specified / any or all combined / Salmonella spp.,Montevideo,Infantis,Oranienburg,Derby,Orion,rough,untypable 6,7
K-monophasic","Estimating prevalence of Salmonella,Determining serotypes present,Risk factors for prevalence or concentration of Salmonella","transportation characteristics,feed characteristics",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fermentation,Salmonella concentration over time was reported combined with E. coli K88.
2700,"Ellen_Vriezen,Mikalya_Plishka",3,2011,"Not reported,USA,Ecuador,Australia,Uruguay,Taiwan,Thailand,Chile,Peru,American Samoa",North America,Molecular studies,Feed Transportation,Feed transportation (e.g. feed trucks),Not Reported,,,,,,,,,,,,,,,,,,,,Not reported,feed,Not reported,"Molecular characteristics,Antimicrobial resistance,Serotype(s) present in food / food environment / food equipment","Senftenberg,Mbandaka,Montevideo,Johannesburg,Anatum,Infantis,Oranienburg,Amager,Schwarzengrund,Kentucky,Indiana,II,Ohio,Chester,Siegburg,Adelaide,Rissen,Livingstone,Havana,Fresno,Saintpaul,Babelsberg,Aberdeen","Determining antimicrobial resistance,Determining serotypes present,Molecular characterization (descriptive),Risk factors for prevalence or concentration of Salmonella",geographic region,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ammonia disinfection,"""The animal feeds used in this study were wheat straw, corn silage, corn grain, and cottonseed."""
4371,"SarahTotton,Ellen_Vriezen",3,2002,USA,North America,Single group observational,Feed Transportation,"Feed transportation (e.g. feed trucks),On-farm (including farmed fish sites)",Poultry,,,,,,,,,,,,,,,,,,,,Turkeys,"feed,equipment",Not reported,"Results were combined among sample types,Serotype(s) present in food / food environment / food equipment",Not specified / any or all combined / Salmonella spp.,"Estimating prevalence of Salmonella,Determining antimicrobial resistance,Determining serotypes present",,,,,,,,,,,Turkeys,feed,Not specified,"Prevalence / proportion positive,Antimicrobial resistance,Serotype(s) present in food / food environment / food equipment","Worthington,Muenster","Estimating prevalence of Salmonella,Determining antimicrobial resistance,Determining serotypes present",,,,,,,,,,,,,,,,,"There were 2 positive samples from the farm: one Worthington, one Senftenberg. I couldn't find any information about isolates from the feed truck (they were lumped with other ""environmental samples"".  Assuming the augur is associated with the feed truck.",,organic acid and formaldehyde,"They compared addition of antagnoists in pre-enrichment solution to pre-enrichment solution without antagonists. In both cases, pre-enrichment was followed by culture."
4514,"SarahTotton,Ellen_Vriezen",3,2001,USA,North America,Single group observational,Feed Transportation,Feed transportation (e.g. feed trucks),Poultry,,,,,,,,,,,,,,,,,,,,"Poultry, not further specified",feed,animal byproducts,"Prevalence / proportion positive,Antimicrobial resistance,Serotype(s) present in food / food environment / food equipment","Not specified / any or all combined / Salmonella spp.,Mbandaka,Tennessee,Oranienburg,Schwarzengrund,Livingstone,arkansas,Roterberg,Brandenburg","Estimating prevalence of Salmonella,Determining antimicrobial resistance,Determining serotypes present",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"After discussion with Ellen, we decided to extract this as feed transportation rather than feed mill as they sampled the feed at the feed mill while it was being offloaded (presumably from trucks)",,gamma radiation,Outcome was the radiation doses required to reduce the total microbial load and Salmonella sp. one log cycle (D10)
13916,"Ellen_Vriezen,Mikalya_Plishka",3,2006,USA,North America,Analytical observational,Field Used to Grow Animal Feeds,"Field used to grow animal feeds,On-farm (including farmed fish sites)",Cattle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,disinfection,
21441,"Ellen_Vriezen,Mikalya_Plishka",3,2019,USA,North America,Analytical observational,Field Used to Grow Animal Feeds,"Field used to grow animal feeds,On-farm (including farmed fish sites)",Cattle,,"Cattle, not further specified",Crop in field,Reported number of positive samples without a denominator,Not specified / any or all combined / Salmonella spp.,"Estimating prevalence of Salmonella,Risk factors for prevalence or concentration of Salmonella","geographic region,season, climate or weather",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cattle, not further specified",feed,"commercial feed, not otherwise specified,organic grains,organic mixed ration",Reported number of positive samples without a denominator,Not specified / any or all combined / Salmonella spp.,"Estimating prevalence of Salmonella,Risk factors for prevalence or concentration of Salmonella",,,,"geographic region,season, climate",,,,,,,,,,,,,,,,
5480,"SarahTotton,Mikalya_Plishka",3,2010,USA,North America,Analytical observational,Field Used to Grow Animal Feeds,Field used to grow animal feeds,Not Reported,,Not reported,Soil,Concentration,Not specified / any or all combined / Salmonella spp.,"Estimating concentration of Salmonella,Risk factors for prevalence or concentration of Salmonella",field characteristics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,They inoculated Salmonella into the feed and it did not grow (i.e. all samples tested were negative).
108,"Ellen_Vriezen,Mikalya_Plishka",3,2020,USA,North America,Single group observational,On-farm,On-farm (including farmed fish sites),Poultry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Chickens, not further specified",equipment,,"Prevalence / proportion positive,Antimicrobial resistance,Serotype(s) present in food / food environment / food equipment","Not specified / any or all combined / Salmonella spp.,1,4,[5],12:i:-","Estimating prevalence of Salmonella,Determining antimicrobial resistance,Determining serotypes present",,,,,,,,,,,,,,,,,,,,They inoculated Salmonella into the feed and it did not grow (i.e. all samples tested were negative).
1106,"SarahTotton,Ellen_Vriezen",3,2017,USA,North America,Single group observational,On-farm,On-farm (including farmed fish sites),Cattle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dairy cattle,feed,calf milk replacer,Prevalence / proportion positive,Not specified / any or all combined / Salmonella spp.,Estimating prevalence of Salmonella,,,,,,,,,,,,,,,,,No samples were positive for Salmonella,,,They inoculated Salmonella into the feed and it did not grow (i.e. all samples tested were negative).
1109,"SarahTotton,Mikalya_Plishka",3,2017,Canada,North America,Single group observational,On-farm,On-farm (including farmed fish sites),Poultry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Laying hens,"equipment,environment",,"Prevalence / proportion positive,Results were combined among sample types",Not specified / any or all combined / Salmonella spp.,"Estimating prevalence of Salmonella,Determining serotypes present,Evaluation of interventions to reduce Salmonella",,,,,cleaning and disinfecting,,,,,,,,,,,,Serotypes not specifically reported for feed.,,acid‐propionic acid mixture (Bio‐add™),
1127,"SarahTotton,Mikalya_Plishka",3,2017,USA,North America,Diagnostic test evaluation,On-farm,On-farm (including farmed fish sites),Not Reported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not reported,feed,"calf milk replacer,Colostrum,Hay","Prevalence / proportion positive,Serotype(s) present in food / food environment / food equipment","Not specified / any or all combined / Salmonella spp.,Meleagridis,Havana",Development of validation of methods for detection of Salmonella,Naturally infected,,"Culture-based,DNA-based,Enrichment methods",,,,,,,,,,,,,,"Some of what they called ""feed"" are probably not for livestock, but captive reptiles (frozen rodents) and dogs or cats (raw meat, ""various types of chow""). They compared enrichment + PCR to culture. From the wording, it sounds like all feed specimens tested were naturally contaminated.",,,
11499,"SarahTotton,Ellen_Vriezen",3,2004,Canada,North America,Single group observational,On-farm,On-farm (including farmed fish sites),Swine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Swine,feed,"Brewers,Whey,liquid swine feed,corn distillers solubles,bakery meal,sugar syrup,buttermilk",Reported &ldquo;Salmonella absent&rdquo; (or -) without a denominator,Not specified / any or all combined / Salmonella spp.,Estimating prevalence of Salmonella,,,,,,,,,,,,,,,,,All samples were negative for Salmonella.,,,
11803,"Ellen_Vriezen,Mikalya_Plishka",3,2019,USA,North America,Analytical observational,On-farm,On-farm (including farmed fish sites),Poultry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Poultry, not further specified",environment,,Results were combined among sample types,Not specified / any or all combined / Salmonella spp.,"Estimating prevalence of Salmonella,Determining serotypes present,Outbreak investigation",,,,,,,,,,,,,,,,,,,,
12661,"SarahTotton,Ellen_Vriezen",3,1998,USA,North America,Analytical observational,On-farm,On-farm (including farmed fish sites),Cattle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dairy cattle,Beef cattle",feed,"pelleted feed,mineral mix,Not specified,commercial feed, not otherwise specified,maize,dry forage,wet forage,dry byproduct,wet byproduct,grain,oil seeds,mixed feeds","Prevalence / proportion positive,Molecular characteristics,Antimicrobial resistance,Serotype(s) present in food / food environment / food equipment","Not specified / any or all combined / Salmonella spp.,Senftenberg,Typhimurium,Thompson,Braenderup,Lille","Estimating prevalence of Salmonella,Determining antimicrobial resistance,Determining serotypes present,Molecular characterization (descriptive),Risk factors for prevalence or concentration of Salmonella",,,,feed characteristics,,,,,,,,,,,,,,,microwave,
12891,"SarahTotton,Ellen_Vriezen",3,2014,USA,North America,Single group observational,On-farm,On-farm (including farmed fish sites),Poultry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Laying hens,feed,Not specified,"Prevalence / proportion positive,Serotype(s) present in food / food environment / food equipment",Enteritidis,Estimating prevalence of Salmonella,,,,,,,,,,,,,,,,,All samples were negative for Salmonella.,,microwave,
13486,"SarahTotton,Ellen_Vriezen",3,2016,USA,North America,Single group observational,On-farm,On-farm (including farmed fish sites),Poultry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Turkeys,feed,Not specified,Reported &ldquo;Salmonella absent&rdquo; (or -) without a denominator,Not specified / any or all combined / Salmonella spp.,Estimating prevalence of Salmonella,,,,,,,,,,,,,,,,,All feed samples were negative.,,extrusion,
13916,"Ellen_Vriezen,Mikalya_Plishka",3,2006,USA,North America,Analytical observational,On-farm,"Field used to grow animal feeds,On-farm (including farmed fish sites)",Cattle,,Beef cattle,"Pasture / grass,Soil","Prevalence / proportion positive,Results were combined among sample types",Not specified / any or all combined / Salmonella spp.,"Estimating prevalence of Salmonella,Determining serotypes present,Comparison of serotypes between sources,Risk factors for prevalence or concentration of Salmonella,Comparison of prevalence between sources","geographic region,season, climate or weather",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dairy cattle,Beef cattle,Swine,Poultry, not further specified",feed,"dry grain,Hay,Total mixed ration (TMR),extruded swine feed","Prevalence / proportion positive,Results were combined among sample types",Not specified / any or all combined / Salmonella spp.,"Estimating prevalence of Salmonella,Determining serotypes present,Comparison of serotypes between sources,Risk factors for prevalence or concentration of Salmonella,Comparison of prevalence between sources",,,,"geographic region,season, climate,feed characteristics",,,,,,,,,,,,,,,fermentation,
